dutch,english,cefr_level,word_type,topic,example_dutch,example_english,notes,tags,article,plural,diminutive,regularity,separable,auxiliary,past_participle,inflected,comparative,superlative,is_sample
gevaar,"danger, peril",B1,noun,"People, objects and abstract concepts",Hij voelde het gevaar en ging op de vlucht.,He sensed the danger and fled.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/gevaar#Dutch. Example: martinod (Dutch, https://tatoeba.org/en/sentences/show/685706) and megamanenm (English, https://tatoeba.org/en/sentences/show/9808657); CC BY 2.0 FR.",B1;production,het,gevaren,gevaartje,,,,,,,,false
geval,"case, situation, instance",B1,noun,"People, objects and abstract concepts",Dit heeft in ieder geval niets met jou te maken.,"In any case, this has nothing to do with you.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/geval#Dutch. Example: rose_d (Dutch, https://tatoeba.org/en/sentences/show/10640968) and helloroto (English, https://tatoeba.org/en/sentences/show/9772426); CC BY 2.0 FR.",B1;production,het,gevallen,gevalletje,,,,,,,,false
geweten,conscience,B1,noun,"People, objects and abstract concepts","We kunnen van alles wegrennen, behalve van ons geweten.","We can run away from everything, except from our conscience.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/geweten#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/7496448) and Scott (English, https://tatoeba.org/en/sentences/show/1548561); CC BY 2.0 FR.",B1;production,het,gewetens,gewetentje,,,,,,,,false
glimlach,smile,B1,noun,"People, objects and abstract concepts",Ik zou alles geven om haar listige glimlach nogmaals te zien.,I'd give everything to see her mischievous smile again.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/glimlach#Dutch. Example: Micsmithel (Dutch, https://tatoeba.org/en/sentences/show/6766426) and kaiperkins271 (English, https://tatoeba.org/en/sentences/show/6900403); CC BY 2.0 FR.",B1;production,de,glimlachen,glimlachje,,,,,,,,false
groep,group,B1,noun,"People, objects and abstract concepts",Ik veroordeel de gruwelijke wreedheden van de terroristische groep IS.,I condemn the heinous atrocities committed by the terrorist group IS.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/groep#Dutch. Example: vvv123 (Dutch, https://tatoeba.org/en/sentences/show/3544223) and tatoebashrek (English, https://tatoeba.org/en/sentences/show/12513780); CC BY 2.0 FR.",B1;production,de,groepen,groepje,,,,,,,,false
helft,half,B1,noun,"People, objects and abstract concepts",We leven in de tweede helft van de twintigste eeuw.,We live in the second half of the twentieth century.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/helft#Dutch. Example: Vulgaris (Dutch, https://tatoeba.org/en/sentences/show/846466) and megamanenm (English, https://tatoeba.org/en/sentences/show/11510399); CC BY 2.0 FR.",B1;production,de,helften,helftje,,,,,,,,false
hoogtepunt,"high point, acme, climax; zenith",B1,noun,"People, objects and abstract concepts",Zijn carrière bereikte een hoogtepunt toen hij een internationale prijs won.,His career hit a zenith when he won an international award.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/hoogtepunt#Dutch. Example from the same Wiktionary entry (CC BY-SA 4.0).",B1;production,het,hoogtepunten,hoogtepuntje,,,,,,,,false
incident,incident,B1,noun,"People, objects and abstract concepts",Dit is de plek waar het incident plaatsvond.,This is the place where the incident happened.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/incident#Dutch. Example: Nylez (Dutch, https://tatoeba.org/en/sentences/show/9685456) and CK (English, https://tatoeba.org/en/sentences/show/62151); CC BY 2.0 FR.",B1;production,het,incidenten,,,,,,,,,false
innovatie,innovation,B1,noun,"People, objects and abstract concepts","Dankzij de technische innovatie, is de maximale productie van de fabriek verdubbeld.","Thanks to the technological innovation, the maximum output of the factory has doubled.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/innovatie#Dutch. Example: thomasb (Dutch, https://tatoeba.org/en/sentences/show/1308042) and helloroto (English, https://tatoeba.org/en/sentences/show/20054); CC BY 2.0 FR.",B1;production,de,innovaties,innovatietje,,,,,,,,false
instelling,institution,B1,noun,"People, objects and abstract concepts",Zij is een lid van de instelling.,She is a member of the institution.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/instelling#Dutch. Example: Elsofie (Dutch, https://tatoeba.org/en/sentences/show/7986583) and Miktsoanit (English, https://tatoeba.org/en/sentences/show/12299244); CC BY 2.0 FR.",B1;production,de,instellingen,instellinkje,,,,,,,,false
jongere,"young person, an adolescent",B1,noun,"People, objects and abstract concepts",De meeste jongeren kennen die verschrikking van de oorlog niet.,Most young people don't know the terror of war.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/jongere#Dutch. Example: marcelostockle (Dutch, https://tatoeba.org/en/sentences/show/2885487) and CM (English, https://tatoeba.org/en/sentences/show/275828); CC BY 2.0 FR.",B1;production,de,jongeren,,,,,,,,,false
kampioen,champion,B1,noun,"People, objects and abstract concepts",Deze cultivar is de kampioen van champignons.,This cultivar is the champion amongst mushrooms.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/kampioen#Dutch. Example: SunnyMoon (Dutch, https://tatoeba.org/en/sentences/show/11148921) and Objectivesea (English, https://tatoeba.org/en/sentences/show/5314573); CC BY 2.0 FR.",B1;production,de,kampioenen,kampioentje,,,,,,,,false
kanaal,canal,B1,noun,"People, objects and abstract concepts",Het kanaal verbindt de Atlantische Oceaan met de Stille Oceaan.,The canal connects the Atlantic with the Pacific.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/kanaal#Dutch. Example: PaulP (Dutch, https://tatoeba.org/en/sentences/show/13238620) and orcrist (English, https://tatoeba.org/en/sentences/show/49580); CC BY 2.0 FR.",B1;production,het,kanalen,kanaaltje,,,,,,,,false
kern,"nucleus, physical core",B1,noun,"People, objects and abstract concepts",Wetenschappers geloven dat Ceres een rotsachtige kern heeft en een mantel van ijs.,Scientists believe that Ceres has a rocky core and an icy mantle.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/kern#Dutch. Example: Nylez (Dutch, https://tatoeba.org/en/sentences/show/10071630) and Hybrid (English, https://tatoeba.org/en/sentences/show/3957484); CC BY 2.0 FR.",B1;production,de,kernen,kerntje,,,,,,,,false
kleding,clothing,B1,noun,"People, objects and abstract concepts",Ik draag geen suggestieve kleding.,I don't wear suggestive clothing.,"No usual plural in this sense. Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/kleding#Dutch. Example: Raizin (Dutch, https://tatoeba.org/en/sentences/show/6633269) and Hybrid (English, https://tatoeba.org/en/sentences/show/4211750); CC BY 2.0 FR.",B1;production,de,,,,,,,,,,false
komst,arrival,B1,noun,"People, objects and abstract concepts",Ik wacht op de komst van een vriend.,I'm waiting for the arrival of a friend.,"No usual plural in this sense. Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/komst#Dutch. Example: Elsofie (Dutch, https://tatoeba.org/en/sentences/show/7974664) and megamanenm (English, https://tatoeba.org/en/sentences/show/10221529); CC BY 2.0 FR.",B1;production,de,,,,,,,,,,false
koop,"purchase, bought acquisition",B1,noun,"People, objects and abstract concepts","Als ik genoeg geld had, kon ik het kopen.","If I'd had enough money, I could have bought it.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/koop#Dutch. Example: SunnyMoon (Dutch, https://tatoeba.org/en/sentences/show/11208031) and CC (English, https://tatoeba.org/en/sentences/show/6869929); CC BY 2.0 FR.",B1;production,de,kopen,koopje,,,,,,,,false
kracht,"power, force, strength",B1,noun,"People, objects and abstract concepts",Ik heb de kracht niet meer om te blijven proberen.,I don't have the strength to keep trying.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/kracht#Dutch. Example: Micsmithel (Dutch, https://tatoeba.org/en/sentences/show/7682559) and CK (English, https://tatoeba.org/en/sentences/show/2125); CC BY 2.0 FR.",B1;production,de,krachten,krachtje,,,,,,,,false
kritiek,criticism,B1,noun,"People, objects and abstract concepts",Hij verdedigde zijn vriend tegen alle kritiek.,He defended his friend from all criticism.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/kritiek#Dutch. Example: Mandalay (Dutch, https://tatoeba.org/en/sentences/show/6036683) and meshbags (English, https://tatoeba.org/en/sentences/show/10064925); CC BY 2.0 FR.",B1;production,de,kritieken,kritiekje,,,,,,,,false
laptop,laptop,B1,noun,"People, objects and abstract concepts",De stickers aan de onderkant van mijn laptop zijn weggesleten.,The stickers on the bottom of my laptop have worn away.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/laptop#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/12349288) and hecko2 (English, https://tatoeba.org/en/sentences/show/11156551); CC BY 2.0 FR.",B1;production,de,laptops,laptopje,,,,,,,,false
leider,"leader, head, chief",B1,noun,"People, objects and abstract concepts",De Saksische leider Widukind leefde meer dan duizend jaar geleden.,The Saxon leader Widukind lived more than a thousand years ago.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/leider#Dutch. Example: Tom9358 (Dutch, https://tatoeba.org/en/sentences/show/13885722) and Tom9358 (English, https://tatoeba.org/en/sentences/show/13885725); CC BY 2.0 FR.",B1;production,de,leiders,leidertje,,,,,,,,false
lijst,list,B1,noun,"People, objects and abstract concepts",Dit is een lijst van wat ik wil voor Kerstmis.,This is a list of what I want for Christmas.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/lijst#Dutch. Example: Micsmithel (Dutch, https://tatoeba.org/en/sentences/show/9521935) and CK (English, https://tatoeba.org/en/sentences/show/5679175); CC BY 2.0 FR.",B1;production,de,lijsten,lijstje,,,,,,,,false
luxe,luxury,B1,noun,"People, objects and abstract concepts","Training is geen luxe, het is een investering.","Training is not a luxury, it's an investment.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/luxe#Dutch. Example: alvations (Dutch, https://tatoeba.org/en/sentences/show/5786030) and alvations (English, https://tatoeba.org/en/sentences/show/5786027); CC BY 2.0 FR.",B1;production,de,luxes,luxetje,,,,,,,,false
machine,machine,B1,noun,"People, objects and abstract concepts",Kun je me laten zien hoe je deze machine start?,Could you show me how to start this machine?,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/machine#Dutch. Example: Citrine (Dutch, https://tatoeba.org/en/sentences/show/3039579) and Amastan (English, https://tatoeba.org/en/sentences/show/1632142); CC BY 2.0 FR.",B1;production,de,machines,machientje,,,,,,,,false
magazine,magazine,B1,noun,"People, objects and abstract concepts",Het magazine komt twee keer per maand uit.,The magazine is issued twice a month.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/magazine#Dutch. Example: PaulP (Dutch, https://tatoeba.org/en/sentences/show/647361) and CK (English, https://tatoeba.org/en/sentences/show/47749); CC BY 2.0 FR.",B1;production,het,magazines,,,,,,,,,false
manier,"way, manner",B1,noun,"People, objects and abstract concepts",Het is een uitstekende manier om de tijd te doden.,It is an outstanding way to kill time.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/manier#Dutch. Example: Nylez (Dutch, https://tatoeba.org/en/sentences/show/9209042) and SunnyMoon (English, https://tatoeba.org/en/sentences/show/11213577); CC BY 2.0 FR.",B1;production,de,manieren,maniertje,,,,,,,,false
materiaal,material,B1,noun,"People, objects and abstract concepts",Ik wil een pak gemaakt van dit materiaal.,I want a suit made of this material.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/materiaal#Dutch. Example: Vulgaris (Dutch, https://tatoeba.org/en/sentences/show/848515) and CK (English, https://tatoeba.org/en/sentences/show/58236); CC BY 2.0 FR.",B1;production,het,materialen,materiaaltje,,,,,,,,false
merk,brand,B1,noun,"People, objects and abstract concepts",„Sony” is een merk dat in de hele wereld bekend is.,Sony is a brand known around the world.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/merk#Dutch. Example: PaulP (Dutch, https://tatoeba.org/en/sentences/show/13267043) and AlanF_US (English, https://tatoeba.org/en/sentences/show/4825408); CC BY 2.0 FR.",B1;production,het,merken,merkje,,,,,,,,false
moment,moment,B1,noun,"People, objects and abstract concepts",Tom heeft op dit moment echt veel op zijn bord.,Tom really has a lot on his plate at the moment.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/moment#Dutch. Example: Slam4 (Dutch, https://tatoeba.org/en/sentences/show/12109639) and sundown (English, https://tatoeba.org/en/sentences/show/9096819); CC BY 2.0 FR.",B1;production,het,momenten,momentje,,,,,,,,false
monument,monument,B1,noun,"People, objects and abstract concepts",Wil je dat monument echt zien? Het is vreselijk afgelegen.,Do you really want to go see that monument? It's in the middle of nowhere.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/monument#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/10891640) and megamanenm (English, https://tatoeba.org/en/sentences/show/10891651); CC BY 2.0 FR.",B1;production,het,monumenten,monumentje,,,,,,,,false
nood,need,B1,noun,"People, objects and abstract concepts",Ik heb er geen nood aan.,I have no need for that.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/nood#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/10491049) and megamanenm (English, https://tatoeba.org/en/sentences/show/10491050); CC BY 2.0 FR.",B1;production,de,noden,noodje,,,,,,,,false
