dutch,english,cefr_level,word_type,topic,example_dutch,example_english,notes,tags,article,plural,diminutive,regularity,separable,auxiliary,past_participle,inflected,comparative,superlative,is_sample
invoering,"introduction, launch",B2,noun,"People, objects and abstract concepts",De invoering van deze technologie zal de industrie revolutioneren.,The introduction of this technology will revolutionize the industry.,"No usual plural in this sense. Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/invoering#Dutch. Example from the same Wiktionary entry (CC BY-SA 4.0).",B2;production,de,,,,,,,,,,false
ironie,irony,B2,noun,"People, objects and abstract concepts",De ironie is zo duidelijk dat hij doet me pijn.,The irony is so obvious it's painful.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/ironie#Dutch. Example: SunnyMoon (Dutch, https://tatoeba.org/en/sentences/show/11271688) and DJ_Saidez (English, https://tatoeba.org/en/sentences/show/9165605); CC BY 2.0 FR.",B2;production,de,ironieën,ironietje,,,,,,,,false
jaargang,volume,B2,noun,"People, objects and abstract concepts",Ze leest altijd de laatste jaargang van haar favoriete tijdschrift.,She always reads the latest volume of her favorite magazine.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/jaargang#Dutch. Example from the same Wiktionary entry (CC BY-SA 4.0).",B2;production,de,jaargangen,,,,,,,,,false
jacht,yacht boat),B2,noun,"People, objects and abstract concepts",Tom is aan het sparen om een jacht te kopen.,Tom has been saving up to buy a yacht.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/jacht#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/7523527) and CK (English, https://tatoeba.org/en/sentences/show/3241689); CC BY 2.0 FR.",B2;production,het,jachten,jachtje,,,,,,,,false
jager,hunter,B2,noun,"People, objects and abstract concepts",Ik zag een jager met een geweer om zijn schouder.,I saw a hunter with a rifle on his shoulder.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/jager#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/13591071) and Aghanim (English, https://tatoeba.org/en/sentences/show/13550114); CC BY 2.0 FR.",B2;production,de,jagers,jagertje,,,,,,,,false
jazz,jazz,B2,noun,"People, objects and abstract concepts",Hij bestudeert het ontstaan van de jazz in de Verenigde Staten.,He is studying the origin of jazz in America.,"No usual plural in this sense. Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/jazz#Dutch. Example: PaulP (Dutch, https://tatoeba.org/en/sentences/show/3455904) and CK (English, https://tatoeba.org/en/sentences/show/288840); CC BY 2.0 FR.",B2;production,de,,,,,,,,,,false
jeuk,itch; an itching,B2,noun,"People, objects and abstract concepts",Kunt u iets aan de jeuk doen?,Can you do something about the itching?,"No usual plural in this sense. Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/jeuk#Dutch. Example from the same Wiktionary entry (CC BY-SA 4.0).",B2;production,de,,,,,,,,,,false
journalistiek,journalism,B2,noun,"People, objects and abstract concepts",Hij is een grote man in de journalistiek.,He is a big man in journalism.,"No usual plural in this sense. Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/journalistiek#Dutch. Example: Micsmithel (Dutch, https://tatoeba.org/en/sentences/show/7041527) and CK (English, https://tatoeba.org/en/sentences/show/290128); CC BY 2.0 FR.",B2;production,de,,,,,,,,,,false
jubileum,"jubilee, anniversary",B2,noun,"People, objects and abstract concepts",Het is hun jubileum.,It's their anniversary.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/jubileum#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/12201100) and CK (English, https://tatoeba.org/en/sentences/show/2249309); CC BY 2.0 FR.",B2;production,het,jubilea,jubileumpje,,,,,,,,false
jungle,"jungle, dense tropical rainforest",B2,noun,"People, objects and abstract concepts",De jungle was erg dichtbegroeid.,The jungle was dense and thick.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/jungle#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/12333790) and Hybrid (English, https://tatoeba.org/en/sentences/show/2518527); CC BY 2.0 FR.",B2;production,de,jungles,jungletje,,,,,,,,false
jury,jury,B2,noun,"People, objects and abstract concepts",De jury heeft de beschuldigde onschuldig verklaard bij gebrek aan bewijs.,The jury has acquitted the accused due to lack of evidence.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/jury#Dutch. Example: PaulP (Dutch, https://tatoeba.org/en/sentences/show/13162808) and rul (English, https://tatoeba.org/en/sentences/show/12752376); CC BY 2.0 FR.",B2;production,de,jury's,jury'tje,,,,,,,,false
kaak,jaw,B2,noun,"People, objects and abstract concepts",Hij brak zijn kaak en verloor een paar tanden.,He broke his jaw and lost a few teeth.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/kaak#Dutch. Example: Micsmithel (Dutch, https://tatoeba.org/en/sentences/show/6700828) and Micsmithel (English, https://tatoeba.org/en/sentences/show/6703964); CC BY 2.0 FR.",B2;production,de,kaken,kaakje,,,,,,,,false
kaars,candle,B2,noun,"People, objects and abstract concepts",Je kunt een lamp niet met de vlam van een kaars vergelijken.,You can't compare a lamp with the flame of a candle.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/kaars#Dutch. Example: Tom9358 (Dutch, https://tatoeba.org/en/sentences/show/12880121) and Tom9358 (English, https://tatoeba.org/en/sentences/show/12880122); CC BY 2.0 FR.",B2;production,de,kaarsen,kaarsje,,,,,,,,false
kabinet,cabinet,B2,noun,"People, objects and abstract concepts",Hij nam ontslag van het kabinet.,He resigned from the Cabinet.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/kabinet#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/9769507) and CM (English, https://tatoeba.org/en/sentences/show/301298); CC BY 2.0 FR.",B2;production,het,kabinetten,kabinetje,,,,,,,,false
kachel,stove,B2,noun,"People, objects and abstract concepts",Tom verbrandt zowel hout als kolen in zijn kachel.,Tom burns both wood and coal in his stove.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/kachel#Dutch. Example: PaulP (Dutch, https://tatoeba.org/en/sentences/show/2333059) and CK (English, https://tatoeba.org/en/sentences/show/1026940); CC BY 2.0 FR.",B2;production,de,kachels,kacheltje,,,,,,,,false
kade,"quay, wharf",B2,noun,"People, objects and abstract concepts","Het was altijd druk op de kade, zelfs als de schepen nog moesten aankomen.","The wharf was always busy, even when the ships had yet to arrive.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/kade#Dutch. Example: Micsmithel (Dutch, https://tatoeba.org/en/sentences/show/9069204) and AlanF_US (English, https://tatoeba.org/en/sentences/show/9032588); CC BY 2.0 FR.",B2;production,de,kades / kaden,kadetje,,,,,,,,false
kalender,calendar,B2,noun,"People, objects and abstract concepts",Welke dag is het vandaag in de Chinese kalender?,What day is today in the Chinese calendar?,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/kalender#Dutch. Example: cvanbeveren (Dutch, https://tatoeba.org/en/sentences/show/13850015) and DaoSeng (English, https://tatoeba.org/en/sentences/show/13849958); CC BY 2.0 FR.",B2;production,de,kalenders,kalendertje,,,,,,,,false
kalf,calf,B2,noun,"People, objects and abstract concepts","Het kalf dat net geboren is, heeft moeite met opstaan.",The calf that has just been born has trouble getting up.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/kalf#Dutch. Example: doemaar14 (Dutch, https://tatoeba.org/en/sentences/show/10336186) and carlosalberto (English, https://tatoeba.org/en/sentences/show/10081954); CC BY 2.0 FR.",B2;production,het,kalveren,kalfje,,,,,,,,false
kam,ridge or comb-like structure,B2,noun,"People, objects and abstract concepts",De kam van de berg is bedekt met sneeuw.,The ridge of the mountain is covered in snow.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/kam#Dutch. Example from the same Wiktionary entry (CC BY-SA 4.0).",B2;production,de,kammen,kammetje,,,,,,,,false
kameraad,comrade,B2,noun,"People, objects and abstract concepts",Onze kameraad leest een roman.,Our comrade is reading a novel.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/kameraad#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/12347893) and mutskt (English, https://tatoeba.org/en/sentences/show/11213456); CC BY 2.0 FR.",B2;production,de,kameraden / kameraads,kameraadje,,,,,,,,false
kamp,camp,B2,noun,"People, objects and abstract concepts",De soldaten keren spoedig terug naar het kamp.,The soldiers will soon return to camp.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/kamp#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/10743368) and _undertoad (English, https://tatoeba.org/en/sentences/show/2259429); CC BY 2.0 FR.",B2;production,het,kampen,kampje,,,,,,,,false
kampioenschap,championship,B2,noun,"People, objects and abstract concepts","Wat er ook gebeurt, we zullen het kampioenschap winnen.","Whatever happens, we’ll win the championship.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/kampioenschap#Dutch. Example: Nylez (Dutch, https://tatoeba.org/en/sentences/show/9405071) and Tom9358 (English, https://tatoeba.org/en/sentences/show/13843572); CC BY 2.0 FR.",B2;production,het,kampioenschappen,kampioenschapje,,,,,,,,false
kanker,cancer,B2,noun,"People, objects and abstract concepts",De kanker is zich beginnen te verspreiden naar andere organen.,The cancer has begun to spread to other organs.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/kanker#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/9618823) and megamanenm (English, https://tatoeba.org/en/sentences/show/9618813); CC BY 2.0 FR.",B2;production,de,kankers,kankertje,,,,,,,,false
kanon,cannon,B2,noun,"People, objects and abstract concepts",Gebruik nooit een kanon om een vlieg te doden.,Never use a cannon to kill a fly.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/kanon#Dutch. Example: Will (Dutch, https://tatoeba.org/en/sentences/show/4450472) and qcomplex5 (English, https://tatoeba.org/en/sentences/show/458038); CC BY 2.0 FR.",B2;production,het,kanonnen / kanons,kanonnetje,,,,,,,,false
kapel,"chapel, small Christian place of worship",B2,noun,"People, objects and abstract concepts",De priester is in de kapel.,The priest is in the chapel.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/kapel#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/12967092) and ddnktr (English, https://tatoeba.org/en/sentences/show/10101638); CC BY 2.0 FR.",B2;production,de,kapellen,kapelletje,,,,,,,,false
kapitein,captain,B2,noun,"People, objects and abstract concepts",Een kapitein is verantwoordelijk voor zijn schip en zijn bemanning.,A captain is in charge of his ship and its crew.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/kapitein#Dutch. Example: anders (Dutch, https://tatoeba.org/en/sentences/show/2811848) and CM (English, https://tatoeba.org/en/sentences/show/273504); CC BY 2.0 FR.",B2;production,de,kapiteins,kapiteintje,,,,,,,,false
kapsel,"haircut, hairstyle, hairdo",B2,noun,"People, objects and abstract concepts",Zijn kapsel is uit de mode.,His hairdo's out of style.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/kapsel#Dutch. Example: martinod (Dutch, https://tatoeba.org/en/sentences/show/741374) and AlanF_US (English, https://tatoeba.org/en/sentences/show/1133267); CC BY 2.0 FR.",B2;production,het,kapsels,kapseltje,,,,,,,,false
kas,"counter, room etc. where cash payments are made and/or received",B2,noun,"People, objects and abstract concepts",Wie houdt de kas bij?,Who works the cash register?,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/kas#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/10219016) and megamanenm (English, https://tatoeba.org/en/sentences/show/10219017); CC BY 2.0 FR.",B2;production,de,kassen,kasje,,,,,,,,false
kater,"tomcat, tom, male cat",B2,noun,"People, objects and abstract concepts",De naam van de kater is Tom.,The tomcat's name is Tom.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/kater#Dutch. Example: PaulP (Dutch, https://tatoeba.org/en/sentences/show/13176567) and shekitten (English, https://tatoeba.org/en/sentences/show/9072403); CC BY 2.0 FR.",B2;production,de,katers,katertje,,,,,,,,false
kauwgom,chewing gum,B2,noun,"People, objects and abstract concepts",Tom slikte zijn kauwgom in.,Tom swallowed his chewing gum.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/kauwgom#Dutch. Example: doemaar14 (Dutch, https://tatoeba.org/en/sentences/show/8449559) and CK (English, https://tatoeba.org/en/sentences/show/4134445); CC BY 2.0 FR.",B2;production,het,kauwgommen / kauwgoms,kauwgompje,,,,,,,,false
kazerne,barracks,B2,noun,"People, objects and abstract concepts",Hij is aardappels aan het schillen in de kazerne.,He's peeling potatoes in the barracks.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/kazerne#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/10810961) and Amastan (English, https://tatoeba.org/en/sentences/show/8761780); CC BY 2.0 FR.",B2;production,de,kazernen / kazernes,kazernetje,,,,,,,,false
keizer,emperor,B2,noun,"People, objects and abstract concepts",Ik ben de keizer van de wereld.,I am the emperor of Earth.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/keizer#Dutch. Example: rul (Dutch, https://tatoeba.org/en/sentences/show/13904450) and Miktsoanit (English, https://tatoeba.org/en/sentences/show/12294713); CC BY 2.0 FR.",B2;production,de,keizers,keizertje,,,,,,,,false
kerel,"lad, fellow, bloke",B2,noun,"People, objects and abstract concepts",Hij is niet meer de vrolijke kerel die hij was.,He's no longer the cheerful bloke he once was.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/kerel#Dutch. Example: martinod (Dutch, https://tatoeba.org/en/sentences/show/731058) and sundown (English, https://tatoeba.org/en/sentences/show/9963440); CC BY 2.0 FR.",B2;production,de,kerels,kereltje,,,,,,,,false
